"year","zone","group","destination","measure","value"
"2010-2011","S01002244","All","Other Known","Ratio",100
"2008-2009","S01002244","All","Other Known","Ratio",25
"2009-2010","S01002244","All","Other Known","Ratio",25
"2011-2012","S01002244","All","Other Known","Ratio",0
"2012-2013","S01002244","All","Other Known","Ratio",0
"2007-2008","S01002244","All","Other Known","Ratio",0
"2012-2013","S01002245","All","All","Count",4
"2009-2010","S01002245","All","All","Count",9
"2007-2008","S01002245","All","All","Count",5
"2011-2012","S01002245","All","All","Count",10
"2010-2011","S01002245","All","All","Count",6
"2008-2009","S01002245","All","All","Count",9
"2008-2009","S01002245","All","Positive","Ratio",100
"2009-2010","S01002245","All","Positive","Ratio",100
"2010-2011","S01002245","All","Positive","Ratio",100
"2007-2008","S01002245","All","Positive","Ratio",100
"2011-2012","S01002245","All","Positive","Ratio",100
"2012-2013","S01002245","All","Positive","Ratio",75
"2010-2011","S01002245","All","Other Known","Ratio",0
"2008-2009","S01002245","All","Other Known","Ratio",0
"2009-2010","S01002245","All","Other Known","Ratio",0
"2011-2012","S01002245","All","Other Known","Ratio",0
"2012-2013","S01002245","All","Other Known","Ratio",25
"2007-2008","S01002245","All","Other Known","Ratio",0
"2012-2013","S01002246","All","All","Count",3
"2009-2010","S01002246","All","All","Count",5
"2007-2008","S01002246","All","All","Count",3
"2011-2012","S01002246","All","All","Count",2
"2010-2011","S01002246","All","All","Count",1
"2008-2009","S01002246","All","All","Count",1
"2008-2009","S01002246","All","Positive","Ratio",0
"2009-2010","S01002246","All","Positive","Ratio",60
"2010-2011","S01002246","All","Positive","Ratio",0
"2007-2008","S01002246","All","Positive","Ratio","33.3"
"2011-2012","S01002246","All","Positive","Ratio",50
"2012-2013","S01002246","All","Positive","Ratio","66.7"
"2010-2011","S01002246","All","Other Known","Ratio",100
"2008-2009","S01002246","All","Other Known","Ratio",100
"2009-2010","S01002246","All","Other Known","Ratio",40
"2011-2012","S01002246","All","Other Known","Ratio",50
"2012-2013","S01002246","All","Other Known","Ratio","33.3"
"2007-2008","S01002246","All","Other Known","Ratio","66.7"
"2012-2013","S01002247","All","All","Count",7
"2009-2010","S01002247","All","All","Count",12
"2007-2008","S01002247","All","All","Count",8
"2011-2012","S01002247","All","All","Count",9
"2010-2011","S01002247","All","All","Count",10
"2008-2009","S01002247","All","All","Count",13
"2008-2009","S01002247","All","Positive","Ratio","92.3"
"2009-2010","S01002247","All","Positive","Ratio","66.7"
"2010-2011","S01002247","All","Positive","Ratio",60
"2007-2008","S01002247","All","Positive","Ratio","87.5"
"2011-2012","S01002247","All","Positive","Ratio",100
"2012-2013","S01002247","All","Positive","Ratio","85.7"
"2010-2011","S01002247","All","Other Known","Ratio",40
"2008-2009","S01002247","All","Other Known","Ratio","7.7"
"2009-2010","S01002247","All","Other Known","Ratio","33.3"
"2011-2012","S01002247","All","Other Known","Ratio",0
"2012-2013","S01002247","All","Other Known","Ratio","14.3"
"2007-2008","S01002247","All","Other Known","Ratio","12.5"
"2010-2011","S01002248","All","Other Known","Ratio","16.7"
"2008-2009","S01002248","All","Other Known","Ratio","14.3"
"2009-2010","S01002248","All","Other Known","Ratio","14.3"
"2011-2012","S01002248","All","Other Known","Ratio","11.1"
"2012-2013","S01002248","All","Other Known","Ratio",0
"2007-2008","S01002248","All","Other Known","Ratio",0
"2007-2008","S01002248","All","All","Count",9
"2010-2011","S01002248","All","All","Count",6
"2009-2010","S01002248","All","All","Count",7
"2008-2009","S01002248","All","All","Count",7
"2012-2013","S01002248","All","All","Count",1
"2011-2012","S01002248","All","All","Count",9
"2011-2012","S01002248","All","Positive","Ratio","88.9"
"2012-2013","S01002248","All","Positive","Ratio",100
"2007-2008","S01002248","All","Positive","Ratio",100
"2010-2011","S01002248","All","Positive","Ratio","83.3"
"2008-2009","S01002248","All","Positive","Ratio","85.7"
"2009-2010","S01002248","All","Positive","Ratio","85.7"
"2012-2013","S01002249","All","All","Count",2
"2009-2010","S01002249","All","All","Count",4
"2007-2008","S01002249","All","All","Count",8
"2011-2012","S01002249","All","All","Count",7
"2010-2011","S01002249","All","All","Count",5
"2008-2009","S01002249","All","All","Count",4
"2008-2009","S01002249","All","Positive","Ratio",50
"2009-2010","S01002249","All","Positive","Ratio",75
"2010-2011","S01002249","All","Positive","Ratio",80
"2007-2008","S01002249","All","Positive","Ratio","62.5"
"2011-2012","S01002249","All","Positive","Ratio",100
"2012-2013","S01002249","All","Positive","Ratio",50
"2010-2011","S01002249","All","Other Known","Ratio",20
"2008-2009","S01002249","All","Other Known","Ratio",50
"2009-2010","S01002249","All","Other Known","Ratio",25
"2011-2012","S01002249","All","Other Known","Ratio",0
"2012-2013","S01002249","All","Other Known","Ratio",50
"2007-2008","S01002249","All","Other Known","Ratio","37.5"
"2012-2013","S01002250","All","All","Count",9
"2009-2010","S01002250","All","All","Count",10
"2007-2008","S01002250","All","All","Count",8
"2011-2012","S01002250","All","All","Count",7
"2010-2011","S01002250","All","All","Count",6
"2008-2009","S01002250","All","All","Count",7
"2008-2009","S01002250","All","Positive","Ratio","85.7"
"2009-2010","S01002250","All","Positive","Ratio",90
"2010-2011","S01002250","All","Positive","Ratio",100
"2007-2008","S01002250","All","Positive","Ratio","62.5"
"2011-2012","S01002250","All","Positive","Ratio",100
"2012-2013","S01002250","All","Positive","Ratio",100
"2010-2011","S01002250","All","Other Known","Ratio",0
"2008-2009","S01002250","All","Other Known","Ratio","14.3"
"2009-2010","S01002250","All","Other Known","Ratio",10
"2011-2012","S01002250","All","Other Known","Ratio",0
"2012-2013","S01002250","All","Other Known","Ratio",0
"2007-2008","S01002250","All","Other Known","Ratio","37.5"
"2012-2013","S01002251","All","All","Count",11
"2009-2010","S01002251","All","All","Count",7
"2007-2008","S01002251","All","All","Count",6
"2011-2012","S01002251","All","All","Count",11
"2010-2011","S01002251","All","All","Count",14
"2008-2009","S01002251","All","All","Count",11
"2008-2009","S01002251","All","Positive","Ratio",100
"2009-2010","S01002251","All","Positive","Ratio","85.7"
"2010-2011","S01002251","All","Positive","Ratio",100
"2007-2008","S01002251","All","Positive","Ratio",50
"2011-2012","S01002251","All","Positive","Ratio",100
"2012-2013","S01002251","All","Positive","Ratio","90.9"
"2010-2011","S01002251","All","Other Known","Ratio",0
"2008-2009","S01002251","All","Other Known","Ratio",0
"2009-2010","S01002251","All","Other Known","Ratio","14.3"
"2011-2012","S01002251","All","Other Known","Ratio",0
"2012-2013","S01002251","All","Other Known","Ratio","9.1"
"2007-2008","S01002251","All","Other Known","Ratio",50
"2012-2013","S01002252","All","All","Count",1
"2009-2010","S01002252","All","All","Count",2
"2007-2008","S01002252","All","All","Count",1
"2011-2012","S01002252","All","All","Count",0
"2010-2011","S01002252","All","All","Count",2
"2008-2009","S01002252","All","All","Count",1
"2008-2009","S01002252","All","Positive","Ratio",100
"2009-2010","S01002252","All","Positive","Ratio",50
"2010-2011","S01002252","All","Positive","Ratio",100
"2007-2008","S01002252","All","Positive","Ratio",100
"2011-2012","S01002252","All","Positive","Ratio",0
"2012-2013","S01002252","All","Positive","Ratio",100
"2010-2011","S01002252","All","Other Known","Ratio",0
"2008-2009","S01002252","All","Other Known","Ratio",0
"2009-2010","S01002252","All","Other Known","Ratio",50
"2011-2012","S01002252","All","Other Known","Ratio",0
"2012-2013","S01002252","All","Other Known","Ratio",0
"2007-2008","S01002252","All","Other Known","Ratio",0
"2010-2011","S01002253","All","All","Count",4
"2010-2011","S01002253","All","Positive","Ratio",75
"2010-2011","S01002253","All","Other Known","Ratio",25
"2008-2009","S01002253","All","Positive","Ratio","66.7"
"2008-2009","S01002253","All","All","Count",9
"2008-2009","S01002253","All","Other Known","Ratio","33.3"
"2009-2010","S01002253","All","All","Count",8
"2009-2010","S01002253","All","Other Known","Ratio","37.5"
"2009-2010","S01002253","All","Positive","Ratio","62.5"
"2011-2012","S01002253","All","All","Count",8
"2011-2012","S01002253","All","Positive","Ratio",75
"2011-2012","S01002253","All","Other Known","Ratio",25
"2012-2013","S01002253","All","Positive","Ratio","91.7"
"2012-2013","S01002253","All","All","Count",12
"2012-2013","S01002253","All","Other Known","Ratio","8.3"
"2007-2008","S01002253","All","Other Known","Ratio","47.1"
"2007-2008","S01002253","All","All","Count",17
"2007-2008","S01002253","All","Positive","Ratio","52.9"
"2012-2013","S01002254","All","All","Count",4
"2009-2010","S01002254","All","All","Count",2
"2007-2008","S01002254","All","All","Count",2
"2011-2012","S01002254","All","All","Count",2
"2010-2011","S01002254","All","All","Count",1
"2008-2009","S01002254","All","All","Count",4
"2008-2009","S01002254","All","Positive","Ratio",100
"2009-2010","S01002254","All","Positive","Ratio",100
"2010-2011","S01002254","All","Positive","Ratio",0
"2007-2008","S01002254","All","Positive","Ratio",50
"2011-2012","S01002254","All","Positive","Ratio",50
"2012-2013","S01002254","All","Positive","Ratio",75
"2010-2011","S01002254","All","Other Known","Ratio",100
"2008-2009","S01002254","All","Other Known","Ratio",0
"2009-2010","S01002254","All","Other Known","Ratio",0
"2011-2012","S01002254","All","Other Known","Ratio",50
"2012-2013","S01002254","All","Other Known","Ratio",25
"2007-2008","S01002254","All","Other Known","Ratio",50
"2012-2013","S01002255","All","All","Count",5
"2009-2010","S01002255","All","All","Count",1
"2007-2008","S01002255","All","All","Count",7
"2011-2012","S01002255","All","All","Count",1
"2010-2011","S01002255","All","All","Count",6
"2008-2009","S01002255","All","All","Count",4
"2008-2009","S01002255","All","Positive","Ratio",100
"2009-2010","S01002255","All","Positive","Ratio",100
"2010-2011","S01002255","All","Positive","Ratio",100
"2007-2008","S01002255","All","Positive","Ratio","85.7"
"2011-2012","S01002255","All","Positive","Ratio",100
"2012-2013","S01002255","All","Positive","Ratio",100
"2010-2011","S01002255","All","Other Known","Ratio",0
"2008-2009","S01002255","All","Other Known","Ratio",0
"2009-2010","S01002255","All","Other Known","Ratio",0
"2011-2012","S01002255","All","Other Known","Ratio",0
"2012-2013","S01002255","All","Other Known","Ratio",0
"2007-2008","S01002255","All","Other Known","Ratio","14.3"
"2012-2013","S01002256","All","All","Count",5
"2009-2010","S01002256","All","All","Count",3
"2007-2008","S01002256","All","All","Count",8
"2011-2012","S01002256","All","All","Count",3
"2010-2011","S01002256","All","All","Count",2
"2008-2009","S01002256","All","All","Count",4
"2008-2009","S01002256","All","Positive","Ratio",100
"2009-2010","S01002256","All","Positive","Ratio",100
"2010-2011","S01002256","All","Positive","Ratio",100
"2007-2008","S01002256","All","Positive","Ratio","87.5"
"2011-2012","S01002256","All","Positive","Ratio",100
"2012-2013","S01002256","All","Positive","Ratio",80
"2010-2011","S01002256","All","Other Known","Ratio",0
"2008-2009","S01002256","All","Other Known","Ratio",0
"2009-2010","S01002256","All","Other Known","Ratio",0
"2011-2012","S01002256","All","Other Known","Ratio",0
"2012-2013","S01002256","All","Other Known","Ratio",20
"2007-2008","S01002256","All","Other Known","Ratio","12.5"
"2012-2013","S01002257","All","All","Count",3
"2009-2010","S01002257","All","All","Count",8
"2007-2008","S01002257","All","All","Count",10
"2011-2012","S01002257","All","All","Count",11
"2010-2011","S01002257","All","All","Count",5
"2008-2009","S01002257","All","All","Count",8
"2008-2009","S01002257","All","Positive","Ratio",75
"2009-2010","S01002257","All","Positive","Ratio","62.5"
"2010-2011","S01002257","All","Positive","Ratio",60
"2007-2008","S01002257","All","Positive","Ratio",80
"2011-2012","S01002257","All","Positive","Ratio","81.8"
"2012-2013","S01002257","All","Positive","Ratio",100
"2010-2011","S01002257","All","Other Known","Ratio",40
"2008-2009","S01002257","All","Other Known","Ratio",25
"2009-2010","S01002257","All","Other Known","Ratio","37.5"
"2011-2012","S01002257","All","Other Known","Ratio","18.2"
"2012-2013","S01002257","All","Other Known","Ratio",0
"2007-2008","S01002257","All","Other Known","Ratio",20
"2012-2013","S01002258","All","All","Count",3
"2009-2010","S01002258","All","All","Count",4
"2007-2008","S01002258","All","All","Count",5
"2011-2012","S01002258","All","All","Count",3
"2010-2011","S01002258","All","All","Count",3
"2008-2009","S01002258","All","All","Count",6
"2008-2009","S01002258","All","Positive","Ratio",100
"2009-2010","S01002258","All","Positive","Ratio",75
"2010-2011","S01002258","All","Positive","Ratio",100
"2007-2008","S01002258","All","Positive","Ratio",80
"2011-2012","S01002258","All","Positive","Ratio","66.7"
"2012-2013","S01002258","All","Positive","Ratio","33.3"
"2010-2011","S01002258","All","Other Known","Ratio",0
"2008-2009","S01002258","All","Other Known","Ratio",0
"2009-2010","S01002258","All","Other Known","Ratio",25
"2011-2012","S01002258","All","Other Known","Ratio","33.3"
"2012-2013","S01002258","All","Other Known","Ratio","66.7"
"2007-2008","S01002258","All","Other Known","Ratio",20
"2010-2011","S01002259","All","Other Known","Ratio","22.2"
"2008-2009","S01002259","All","Other Known","Ratio",25
"2009-2010","S01002259","All","Other Known","Ratio",0
"2011-2012","S01002259","All","Other Known","Ratio",0
"2012-2013","S01002259","All","Other Known","Ratio",20
"2007-2008","S01002259","All","Other Known","Ratio",40
"2007-2008","S01002259","All","All","Count",5
"2010-2011","S01002259","All","All","Count",9
"2009-2010","S01002259","All","All","Count",5
"2008-2009","S01002259","All","All","Count",4
"2012-2013","S01002259","All","All","Count",5
"2011-2012","S01002259","All","All","Count",5
"2011-2012","S01002259","All","Positive","Ratio",100
"2012-2013","S01002259","All","Positive","Ratio",80
"2007-2008","S01002259","All","Positive","Ratio",60
"2010-2011","S01002259","All","Positive","Ratio","77.8"
"2008-2009","S01002259","All","Positive","Ratio",75
"2009-2010","S01002259","All","Positive","Ratio",100
"2010-2011","S01002260","All","Other Known","Ratio",0
"2008-2009","S01002260","All","Other Known","Ratio",0
"2009-2010","S01002260","All","Other Known","Ratio",0
"2011-2012","S01002260","All","Other Known","Ratio",0
"2012-2013","S01002260","All","Other Known","Ratio",20
"2007-2008","S01002260","All","Other Known","Ratio",0
"2007-2008","S01002260","All","All","Count",5
"2010-2011","S01002260","All","All","Count",9
"2009-2010","S01002260","All","All","Count",4
"2008-2009","S01002260","All","All","Count",7
"2012-2013","S01002260","All","All","Count",5
"2011-2012","S01002260","All","All","Count",3
"2011-2012","S01002260","All","Positive","Ratio",100
"2012-2013","S01002260","All","Positive","Ratio",80
"2007-2008","S01002260","All","Positive","Ratio",100
"2010-2011","S01002260","All","Positive","Ratio",100
"2008-2009","S01002260","All","Positive","Ratio",100
"2009-2010","S01002260","All","Positive","Ratio",100
"2012-2013","S01002261","All","All","Count",8
"2009-2010","S01002261","All","All","Count",9
"2007-2008","S01002261","All","All","Count",12
"2011-2012","S01002261","All","All","Count",6
"2010-2011","S01002261","All","All","Count",13
"2008-2009","S01002261","All","All","Count",4
"2008-2009","S01002261","All","Positive","Ratio",75
"2009-2010","S01002261","All","Positive","Ratio","88.9"
"2010-2011","S01002261","All","Positive","Ratio",100
"2007-2008","S01002261","All","Positive","Ratio","91.7"
"2011-2012","S01002261","All","Positive","Ratio",100
"2012-2013","S01002261","All","Positive","Ratio",100
"2010-2011","S01002261","All","Other Known","Ratio",0
"2008-2009","S01002261","All","Other Known","Ratio",25
"2009-2010","S01002261","All","Other Known","Ratio","11.1"
"2011-2012","S01002261","All","Other Known","Ratio",0
"2012-2013","S01002261","All","Other Known","Ratio",0
"2007-2008","S01002261","All","Other Known","Ratio","8.3"
"2010-2011","S01002262","All","Other Known","Ratio","28.6"
"2008-2009","S01002262","All","Other Known","Ratio","9.1"
"2009-2010","S01002262","All","Other Known","Ratio","12.5"
"2011-2012","S01002262","All","Other Known","Ratio",0
"2012-2013","S01002262","All","Other Known","Ratio",0
"2007-2008","S01002262","All","Other Known","Ratio",0
"2007-2008","S01002262","All","All","Count",8
"2010-2011","S01002262","All","All","Count",7
"2009-2010","S01002262","All","All","Count",8
"2008-2009","S01002262","All","All","Count",11
"2012-2013","S01002262","All","All","Count",5
"2011-2012","S01002262","All","All","Count",7
"2011-2012","S01002262","All","Positive","Ratio",100
"2012-2013","S01002262","All","Positive","Ratio",100
"2007-2008","S01002262","All","Positive","Ratio",100
"2010-2011","S01002262","All","Positive","Ratio","71.4"
"2008-2009","S01002262","All","Positive","Ratio","90.9"
"2009-2010","S01002262","All","Positive","Ratio","87.5"
"2012-2013","S01002263","All","All","Count",7
"2009-2010","S01002263","All","All","Count",1
"2007-2008","S01002263","All","All","Count",1
"2011-2012","S01002263","All","All","Count",4
"2010-2011","S01002263","All","All","Count",4
"2008-2009","S01002263","All","All","Count",10
"2008-2009","S01002263","All","Positive","Ratio",90
"2009-2010","S01002263","All","Positive","Ratio",100
"2010-2011","S01002263","All","Positive","Ratio",100
"2007-2008","S01002263","All","Positive","Ratio",100
"2011-2012","S01002263","All","Positive","Ratio",100
"2012-2013","S01002263","All","Positive","Ratio",100
"2010-2011","S01002263","All","Other Known","Ratio",0
"2008-2009","S01002263","All","Other Known","Ratio",10
"2009-2010","S01002263","All","Other Known","Ratio",0
"2011-2012","S01002263","All","Other Known","Ratio",0
"2012-2013","S01002263","All","Other Known","Ratio",0
"2007-2008","S01002263","All","Other Known","Ratio",0
"2012-2013","S01002264","All","All","Count",9
"2009-2010","S01002264","All","All","Count",11
"2007-2008","S01002264","All","All","Count",9
"2011-2012","S01002264","All","All","Count",8
"2010-2011","S01002264","All","All","Count",2
"2008-2009","S01002264","All","All","Count",7
"2008-2009","S01002264","All","Positive","Ratio",100
"2009-2010","S01002264","All","Positive","Ratio","90.9"
"2010-2011","S01002264","All","Positive","Ratio",0
"2007-2008","S01002264","All","Positive","Ratio","66.7"
"2011-2012","S01002264","All","Positive","Ratio",100
"2012-2013","S01002264","All","Positive","Ratio","77.8"
"2010-2011","S01002264","All","Other Known","Ratio",100
"2008-2009","S01002264","All","Other Known","Ratio",0
"2009-2010","S01002264","All","Other Known","Ratio","9.1"
"2011-2012","S01002264","All","Other Known","Ratio",0
"2012-2013","S01002264","All","Other Known","Ratio","22.2"
"2007-2008","S01002264","All","Other Known","Ratio","33.3"
"2010-2011","S01002265","All","Other Known","Ratio","33.3"
"2008-2009","S01002265","All","Other Known","Ratio","10.5"
"2009-2010","S01002265","All","Other Known","Ratio","37.5"
"2011-2012","S01002265","All","Other Known","Ratio","18.8"
"2012-2013","S01002265","All","Other Known","Ratio",19
"2007-2008","S01002265","All","Other Known","Ratio",37
"2007-2008","S01002265","All","All","Count",27
"2010-2011","S01002265","All","All","Count",27
"2009-2010","S01002265","All","All","Count",16
"2008-2009","S01002265","All","All","Count",19
"2012-2013","S01002265","All","All","Count",21
"2011-2012","S01002265","All","All","Count",16
"2011-2012","S01002265","All","Positive","Ratio","81.3"
"2012-2013","S01002265","All","Positive","Ratio",81
"2007-2008","S01002265","All","Positive","Ratio",63
"2010-2011","S01002265","All","Positive","Ratio","66.7"
"2008-2009","S01002265","All","Positive","Ratio","89.5"
"2009-2010","S01002265","All","Positive","Ratio","62.5"
"2012-2013","S01002266","All","All","Count",6
"2009-2010","S01002266","All","All","Count",5
"2007-2008","S01002266","All","All","Count",4
"2011-2012","S01002266","All","All","Count",3
"2010-2011","S01002266","All","All","Count",4
"2008-2009","S01002266","All","All","Count",2
"2008-2009","S01002266","All","Positive","Ratio",50
"2009-2010","S01002266","All","Positive","Ratio",100
"2010-2011","S01002266","All","Positive","Ratio",75
"2007-2008","S01002266","All","Positive","Ratio",75
"2011-2012","S01002266","All","Positive","Ratio",100
"2012-2013","S01002266","All","Positive","Ratio",100
"2010-2011","S01002266","All","Other Known","Ratio",25
"2008-2009","S01002266","All","Other Known","Ratio",50
"2009-2010","S01002266","All","Other Known","Ratio",0
"2011-2012","S01002266","All","Other Known","Ratio",0
"2012-2013","S01002266","All","Other Known","Ratio",0
"2007-2008","S01002266","All","Other Known","Ratio",25
"2010-2011","S01002267","All","Other Known","Ratio","36.4"
"2008-2009","S01002267","All","Other Known","Ratio",50
"2009-2010","S01002267","All","Other Known","Ratio",20
"2011-2012","S01002267","All","Other Known","Ratio","22.2"
"2012-2013","S01002267","All","Other Known","Ratio",10
"2007-2008","S01002267","All","Other Known","Ratio","33.3"
"2007-2008","S01002267","All","All","Count",9
"2010-2011","S01002267","All","All","Count",11
"2009-2010","S01002267","All","All","Count",15
"2008-2009","S01002267","All","All","Count",6
"2012-2013","S01002267","All","All","Count",10
"2011-2012","S01002267","All","All","Count",9
"2011-2012","S01002267","All","Positive","Ratio","77.8"
"2012-2013","S01002267","All","Positive","Ratio",90
"2007-2008","S01002267","All","Positive","Ratio","66.7"
"2010-2011","S01002267","All","Positive","Ratio","63.6"
"2008-2009","S01002267","All","Positive","Ratio",50
"2009-2010","S01002267","All","Positive","Ratio",80
"2012-2013","S01002268","All","All","Count",4
"2009-2010","S01002268","All","All","Count",9
"2007-2008","S01002268","All","All","Count",5
"2011-2012","S01002268","All","All","Count",16
"2010-2011","S01002268","All","All","Count",15
"2008-2009","S01002268","All","All","Count",10
"2008-2009","S01002268","All","Positive","Ratio",80
"2009-2010","S01002268","All","Positive","Ratio","88.9"
"2010-2011","S01002268","All","Positive","Ratio","93.3"
"2007-2008","S01002268","All","Positive","Ratio",100
"2011-2012","S01002268","All","Positive","Ratio",100
"2012-2013","S01002268","All","Positive","Ratio",75
"2010-2011","S01002268","All","Other Known","Ratio","6.7"
"2008-2009","S01002268","All","Other Known","Ratio",20
"2009-2010","S01002268","All","Other Known","Ratio","11.1"
"2011-2012","S01002268","All","Other Known","Ratio",0
"2012-2013","S01002268","All","Other Known","Ratio",25
"2007-2008","S01002268","All","Other Known","Ratio",0
"2012-2013","S01002269","All","All","Count",3
"2009-2010","S01002269","All","All","Count",1
"2007-2008","S01002269","All","All","Count",7
"2011-2012","S01002269","All","All","Count",3
"2010-2011","S01002269","All","All","Count",7
"2008-2009","S01002269","All","All","Count",4
"2008-2009","S01002269","All","Positive","Ratio",75
"2009-2010","S01002269","All","Positive","Ratio",100
"2010-2011","S01002269","All","Positive","Ratio",100
"2007-2008","S01002269","All","Positive","Ratio",100
"2011-2012","S01002269","All","Positive","Ratio",100
"2012-2013","S01002269","All","Positive","Ratio",100
"2010-2011","S01002269","All","Other Known","Ratio",0
"2008-2009","S01002269","All","Other Known","Ratio",25
"2009-2010","S01002269","All","Other Known","Ratio",0
"2011-2012","S01002269","All","Other Known","Ratio",0
"2012-2013","S01002269","All","Other Known","Ratio",0
"2007-2008","S01002269","All","Other Known","Ratio",0
"2012-2013","S01002270","All","All","Count",9
"2009-2010","S01002270","All","All","Count",6
"2007-2008","S01002270","All","All","Count",12
"2011-2012","S01002270","All","All","Count",9
"2010-2011","S01002270","All","All","Count",11
"2008-2009","S01002270","All","All","Count",3
"2008-2009","S01002270","All","Positive","Ratio","33.3"
"2009-2010","S01002270","All","Positive","Ratio",50
"2010-2011","S01002270","All","Positive","Ratio","81.8"
"2007-2008","S01002270","All","Positive","Ratio","66.7"
"2011-2012","S01002270","All","Positive","Ratio","77.8"
"2012-2013","S01002270","All","Positive","Ratio","88.9"
"2010-2011","S01002270","All","Other Known","Ratio","18.2"
"2008-2009","S01002270","All","Other Known","Ratio","66.7"
"2009-2010","S01002270","All","Other Known","Ratio",50
"2011-2012","S01002270","All","Other Known","Ratio","22.2"
"2012-2013","S01002270","All","Other Known","Ratio","11.1"
"2007-2008","S01002270","All","Other Known","Ratio","33.3"
"2012-2013","S01002271","All","All","Count",8
"2009-2010","S01002271","All","All","Count",5
"2007-2008","S01002271","All","All","Count",15
"2011-2012","S01002271","All","All","Count",3
"2010-2011","S01002271","All","All","Count",6
"2008-2009","S01002271","All","All","Count",5
"2008-2009","S01002271","All","Positive","Ratio",100
"2009-2010","S01002271","All","Positive","Ratio",80
"2010-2011","S01002271","All","Positive","Ratio",100
"2007-2008","S01002271","All","Positive","Ratio","73.3"
"2011-2012","S01002271","All","Positive","Ratio",100
"2012-2013","S01002271","All","Positive","Ratio",100
"2010-2011","S01002271","All","Other Known","Ratio",0
"2008-2009","S01002271","All","Other Known","Ratio",0
"2009-2010","S01002271","All","Other Known","Ratio",20
"2011-2012","S01002271","All","Other Known","Ratio",0
"2012-2013","S01002271","All","Other Known","Ratio",0
"2007-2008","S01002271","All","Other Known","Ratio","26.7"
"2012-2013","S01002272","All","All","Count",4
"2009-2010","S01002272","All","All","Count",6
"2007-2008","S01002272","All","All","Count",8
"2011-2012","S01002272","All","All","Count",11
"2010-2011","S01002272","All","All","Count",7
"2008-2009","S01002272","All","All","Count",5
"2008-2009","S01002272","All","Positive","Ratio",80
"2009-2010","S01002272","All","Positive","Ratio","83.3"
"2010-2011","S01002272","All","Positive","Ratio","85.7"
"2007-2008","S01002272","All","Positive","Ratio",75
"2011-2012","S01002272","All","Positive","Ratio",100
"2012-2013","S01002272","All","Positive","Ratio",75
"2010-2011","S01002272","All","Other Known","Ratio","14.3"
"2008-2009","S01002272","All","Other Known","Ratio",20
"2009-2010","S01002272","All","Other Known","Ratio","16.7"
"2011-2012","S01002272","All","Other Known","Ratio",0
"2012-2013","S01002272","All","Other Known","Ratio",25
"2007-2008","S01002272","All","Other Known","Ratio",25
"2012-2013","S01002273","All","All","Count",3
"2009-2010","S01002273","All","All","Count",6
"2007-2008","S01002273","All","All","Count",4
"2011-2012","S01002273","All","All","Count",2
"2010-2011","S01002273","All","All","Count",3
"2008-2009","S01002273","All","All","Count",4
"2008-2009","S01002273","All","Positive","Ratio",75
"2009-2010","S01002273","All","Positive","Ratio","66.7"
"2010-2011","S01002273","All","Positive","Ratio",100
"2007-2008","S01002273","All","Positive","Ratio",50
"2011-2012","S01002273","All","Positive","Ratio",50
"2012-2013","S01002273","All","Positive","Ratio",100
"2010-2011","S01002273","All","Other Known","Ratio",0
"2008-2009","S01002273","All","Other Known","Ratio",25
"2009-2010","S01002273","All","Other Known","Ratio","33.3"
"2011-2012","S01002273","All","Other Known","Ratio",50
"2012-2013","S01002273","All","Other Known","Ratio",0
"2007-2008","S01002273","All","Other Known","Ratio",50
"2010-2011","S01002274","All","All","Count",7
"2010-2011","S01002274","All","Positive","Ratio",100
"2010-2011","S01002274","All","Other Known","Ratio",0
"2008-2009","S01002274","All","Positive","Ratio",50
"2008-2009","S01002274","All","All","Count",6
"2008-2009","S01002274","All","Other Known","Ratio",50
"2009-2010","S01002274","All","All","Count",8
"2009-2010","S01002274","All","Other Known","Ratio",25
"2009-2010","S01002274","All","Positive","Ratio",75
"2011-2012","S01002274","All","All","Count",3
"2011-2012","S01002274","All","Positive","Ratio","66.7"
"2011-2012","S01002274","All","Other Known","Ratio","33.3"
"2012-2013","S01002274","All","Positive","Ratio",100
"2012-2013","S01002274","All","All","Count",3
"2012-2013","S01002274","All","Other Known","Ratio",0
"2007-2008","S01002274","All","Other Known","Ratio",20
"2007-2008","S01002274","All","All","Count",5
"2007-2008","S01002274","All","Positive","Ratio",80
"2012-2013","S01002275","All","All","Count",22
"2009-2010","S01002275","All","All","Count",20
"2007-2008","S01002275","All","All","Count",28
"2011-2012","S01002275","All","All","Count",19
"2010-2011","S01002275","All","All","Count",19
"2008-2009","S01002275","All","All","Count",23
"2008-2009","S01002275","All","Positive","Ratio","73.9"
"2009-2010","S01002275","All","Positive","Ratio",70
"2010-2011","S01002275","All","Positive","Ratio","73.7"
"2007-2008","S01002275","All","Positive","Ratio",75
"2011-2012","S01002275","All","Positive","Ratio","94.7"
"2012-2013","S01002275","All","Positive","Ratio","90.9"
"2010-2011","S01002275","All","Other Known","Ratio","26.3"
"2008-2009","S01002275","All","Other Known","Ratio","26.1"
"2009-2010","S01002275","All","Other Known","Ratio",30
"2011-2012","S01002275","All","Other Known","Ratio","5.3"
"2012-2013","S01002275","All","Other Known","Ratio","9.1"
"2007-2008","S01002275","All","Other Known","Ratio",25
"2012-2013","S01002276","All","All","Count",5
"2009-2010","S01002276","All","All","Count",5
"2007-2008","S01002276","All","All","Count",4
"2011-2012","S01002276","All","All","Count",4
